marca,modelo,numero licitacion,id producto,tipo producto
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249523,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249524,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249525,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249526,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249527,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249528,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249531,camioneta
chevrolet,colorado ltz 4x4 at 2025,2239-8-lr23,2249533,camioneta
chevrolet,colorado ltz at 2.8td 4wd,2239-4-lr17,1670301,camioneta
chevrolet,colorado ltz at 2.8td 4wd l,2239-4-lr17,1670302,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042941,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042942,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042943,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042944,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042945,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042946,camioneta
chevrolet,colorado z71 4x4 at 2024,2239-8-lr23,2042952,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249505,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249506,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249507,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249508,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249509,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249510,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249511,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249514,camioneta
chevrolet,colorado z71 4x4 at 2025,2239-8-lr23,2249516,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042801,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042802,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042803,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042804,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042805,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042806,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042807,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042808,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042809,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042810,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042812,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042813,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042815,camioneta
chevrolet,montana 1.2 t lt mt 2024,2239-8-lr23,2042816,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249369,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249370,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249371,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249372,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249373,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249374,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249375,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249378,camioneta
chevrolet,montana 1.2 t lt mt 2025,2239-8-lr23,2249380,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042818,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042819,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042820,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042821,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042822,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042823,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042824,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042825,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042826,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042827,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042829,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042830,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042831,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042832,camioneta
chevrolet,montana 1.2 t ltz at 2024,2239-8-lr23,2042833,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249386,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249387,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249388,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249389,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249390,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249391,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249392,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249395,camioneta
chevrolet,montana 1.2 t ltz at 2025,2239-8-lr23,2249397,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042852,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042853,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042854,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042855,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042856,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042857,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042858,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042859,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042860,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042861,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042863,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042864,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042865,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042866,camioneta
chevrolet,montana 1.2 t premier at 2024,2239-8-lr23,2042867,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249420,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249421,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249422,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249423,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249424,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249425,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249426,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249429,camioneta
chevrolet,montana 1.2 t premier at 2025,2239-8-lr23,2249431,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042835,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042836,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042837,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042838,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042839,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042840,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042841,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042842,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042843,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042844,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042846,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042847,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042849,camioneta
chevrolet,montana 1.2 t premier mt 2024,2239-8-lr23,2042850,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249403,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249404,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249405,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249406,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249407,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249408,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249409,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249412,camioneta
chevrolet,montana 1.2 t premier mt 2025,2239-8-lr23,2249414,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042869,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042870,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042871,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042872,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042873,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042874,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042875,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042876,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042877,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042878,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042880,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042881,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042882,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042883,camioneta
chevrolet,montana 1.2 t rs at 2024,2239-8-lr23,2042884,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249437,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249438,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249439,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249440,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249441,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249442,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249443,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249446,camioneta
chevrolet,montana 1.2 t rs at 2025,2239-8-lr23,2249448,camioneta
chevrolet,silverado 3.0l diesel ltz 4x4,2239-4-lr17,1670541,camioneta
chevrolet,silverado 5.3l lt trailboss 4x4,2239-4-lr17,1670542,camioneta
chevrolet,silverado 5.3l ltz 4x4,2239-4-lr17,1670543,camioneta
chevrolet,silverado cc lt tb 5.3l,2239-4-lr17,1670544,camioneta
chevrolet,silverado cc lt tb 5.3l l,2239-4-lr17,1670545,camioneta
chevrolet,silverado cc ltz 3.0td,2239-4-lr17,1670546,camioneta
chevrolet,silverado cc ltz 5.3l,2239-4-lr17,1670547,camioneta
chevrolet,silverado cc ltz 5.3l l,2239-4-lr17,1670548,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043022,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043023,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043024,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043025,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043026,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043027,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043028,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043029,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043030,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043031,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043033,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043034,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043035,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043036,camioneta
chevrolet,silverado hc 3.0 td 4x4 at 2024,2239-8-lr23,2043037,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042988,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042989,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042990,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042991,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042992,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042993,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042994,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042995,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042996,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042997,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2042999,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2043000,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2043002,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2024,2239-8-lr23,2043003,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249556,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249557,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249558,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249559,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249560,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249561,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249562,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249565,camioneta
chevrolet,silverado lt trail boss z71 5.3l v8 4x4 at 2025,2239-8-lr23,2249567,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043005,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043006,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043007,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043008,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043009,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043010,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043011,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043012,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043013,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043014,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043016,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043017,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043018,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043019,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2024,2239-8-lr23,2043020,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249573,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249574,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249575,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249576,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249577,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249578,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249579,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249582,camioneta
chevrolet,silverado zr2 6.2l v8 4x4 at 2025,2239-8-lr23,2249584,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244200,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244201,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244202,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244203,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244204,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244205,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244206,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244207,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244210,camioneta
dfsk,d1 comfort 4x2 mt 2025,2239-8-lr23,2244212,camioneta
dfsk,d1 confort 4x2 mt 2024,2239-8-lr23,2042600,camioneta
