Model URL,Versions
https://www.autocosmos.cl/catalogo/vigente/maxus/t90,Maxus T90 2.0L 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/maxus/t90/20l-4x4-aut/177582
https://www.autocosmos.cl/catalogo/vigente/maxus/t90-ev,Maxus T90 EV 4x2: https://www.autocosmos.cl/catalogo/2024/maxus/t90-ev/4x2/177587
https://www.autocosmos.cl/catalogo/vigente/mazda/bt-50,Mazda BT-50 3.0L 4x4 Core: https://www.autocosmos.cl/catalogo/2024/mazda/bt-50/30l-4x4-core/178367; Mazda BT-50 3.0L 4x4 Core: https://www.autocosmos.cl/catalogo/2024/mazda/bt-50/30l-4x4-core/178368; Mazda BT-50 3.0L 4x4 High Aut: https://www.autocosmos.cl/catalogo/2024/mazda/bt-50/30l-4x4-high-aut/177645; Mazda BT-50 3.0L 4x4 High Plus Aut: https://www.autocosmos.cl/catalogo/2024/mazda/bt-50/30l-4x4-high-plus-aut/177646
https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,Mitsubishi L-200 2.4L Work CR 4X2: https://www.autocosmos.cl/catalogo/2024/mitsubishi/l-200/24l-work-cr-4x2/177754; Mitsubishi L-200 2.4L Katana CR 4X2: https://www.autocosmos.cl/catalogo/2024/mitsubishi/l-200/24l-katana-cr-4x2/177753; Mitsubishi L-200 2.4L Katana CRT 4X4: https://www.autocosmos.cl/catalogo/2024/mitsubishi/l-200/24l-katana-crt-4x4/177755
https://www.autocosmos.cl/catalogo/vigente/nissan/navara,Nissan Navara SE 4x2: https://www.autocosmos.cl/catalogo/2024/nissan/navara/se-4x2/177804; Nissan Navara XE 4x2: https://www.autocosmos.cl/catalogo/2024/nissan/navara/xe-4x2/177806; Nissan Navara SE 4x4: https://www.autocosmos.cl/catalogo/2024/nissan/navara/se-4x4/177805; Nissan Navara XE 4x4: https://www.autocosmos.cl/catalogo/2024/nissan/navara/xe-4x4/177807; Nissan Navara XE 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/nissan/navara/xe-4x4-aut/177808; Nissan Navara Platinum 4x4: https://www.autocosmos.cl/catalogo/2024/nissan/navara/platinum-4x4/178280; Nissan Navara Platinum 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/nissan/navara/platinum-4x4-aut/177810; Nissan Navara 2.3D Pro-4X: https://www.autocosmos.cl/catalogo/2024/nissan/navara/23d-pro-4x/177786
https://www.autocosmos.cl/catalogo/vigente/peugeot/landtrek,Peugeot Landtrek Active BlueHDi 180 4x2: https://www.autocosmos.cl/catalogo/2024/peugeot/landtrek/active-bluehdi-180-4x2/177868; Peugeot Landtrek Active BlueHDi 180 4x4: https://www.autocosmos.cl/catalogo/2024/peugeot/landtrek/active-bluehdi-180-4x4/177869; Peugeot Landtrek Active BlueHDi 180 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/peugeot/landtrek/active-bluehdi-180-4x4-aut/177870; Peugeot Landtrek Action4 BlueHDi 180 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/peugeot/landtrek/action4-bluehdi-180-4x4-aut/177871
https://www.autocosmos.cl/catalogo/vigente/ram/700,RAM 700 1.4L SLT: https://www.autocosmos.cl/catalogo/2024/ram/700/14l-slt/177951; RAM 700 1.4L SLT CD: https://www.autocosmos.cl/catalogo/2024/ram/700/14l-slt-cd/177952; RAM 700 1.3L BigHorn: https://www.autocosmos.cl/catalogo/2024/ram/700/13l-bighorn/178441; RAM 700 1.4L BigHorn: https://www.autocosmos.cl/catalogo/2024/ram/700/14l-bighorn/177950; RAM 700 1.3L BigHorn CVT: https://www.autocosmos.cl/catalogo/2024/ram/700/13l-bighorn-cvt/178442; RAM 700 1.3L Laramie CVT Cabina Doble: https://www.autocosmos.cl/catalogo/2024/ram/700/13l-laramie-cvt-cabina-doble/178281
https://www.autocosmos.cl/catalogo/vigente/ram/rampage,RAM Rampage Bighorn: https://www.autocosmos.cl/catalogo/2024/ram/rampage/bighorn/178345; RAM Rampage Laramie: https://www.autocosmos.cl/catalogo/2024/ram/rampage/laramie/178346; RAM Rampage R/T: https://www.autocosmos.cl/catalogo/2024/ram/rampage/rt/178347
https://www.autocosmos.cl/catalogo/vigente/renault/oroch,Renault Oroch  1.6L Zen: https://www.autocosmos.cl/catalogo/2024/renault/oroch/16l-zen/177976; Renault Oroch  1.3L Intens Aut: https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-aut/177977; Renault Oroch  1.3L Intens Aut Outsider: https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-aut-outsider/177978; Renault Oroch  1.3L Intens 4x4: https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-4x4/177979; Renault Oroch  1.3L Intens Outsider 4x4: https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-outsider-4x4/177980
https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,SsangYong Musso 2.2TD GLX 4x4: https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028; SsangYong Musso 2.2TD Limited Aut 4x4: https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-limited-aut-4x4/178029; SsangYong Musso 2.2TD Limited Plus 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-limited-plus-4x4-aut/178030
https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,Toyota Hilux 2.7L SR Gasolina CD 4x2: https://www.autocosmos.cl/catalogo/2024/toyota/hilux/27l-sr-gasolina-cd-4x2/178149; Toyota Hilux 2.4L DX CD 4x2: https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-dx-cd-4x2/178145; Toyota Hilux 2.4L SR CD 4x2: https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x2/178148; Toyota Hilux 2.4L SR CD 4x4: https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147; Toyota Hilux 2.8L SR CD 4x4: https://www.autocosmos.cl/catalogo/2024/toyota/hilux/28l-sr-cd-4x4/178150; Toyota Hilux 2.8L SRV CD 4x4 Aut: https://www.autocosmos.cl/catalogo/2024/toyota/hilux/28l-srv-cd-4x4-aut/178151
https://www.autocosmos.cl/catalogo/vigente/byd/han-ev,BYD Han EV GS: https://www.autocosmos.cl/catalogo/2024/byd/han-ev/gs/176941
https://www.autocosmos.cl/catalogo/vigente/byd/qin,BYD Qin Plus DM-i: https://www.autocosmos.cl/catalogo/2024/byd/qin/plus-dm-i/176944
https://www.autocosmos.cl/catalogo/vigente/byd/seal,BYD Seal GS: https://www.autocosmos.cl/catalogo/2024/byd/seal/gs/176943
https://www.autocosmos.cl/catalogo/vigente/changan/alsvin,Changan Alsvin Comfort: https://www.autocosmos.cl/catalogo/2024/changan/alsvin/comfort/176945; Changan Alsvin Luxury: https://www.autocosmos.cl/catalogo/2024/changan/alsvin/luxury/176946; Changan Alsvin Elite Aut: https://www.autocosmos.cl/catalogo/2024/changan/alsvin/elite-aut/176947
https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix,Chevrolet Onix 1.0T LTZ R: https://www.autocosmos.cl/catalogo/2024/chevrolet/onix/10t-ltz-r/178433; Chevrolet Onix 1.0T Premier S Aut: https://www.autocosmos.cl/catalogo/2024/chevrolet/onix/10t-premier-s-aut/178517
https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail,Chevrolet Sail 1.5 LT: https://www.autocosmos.cl/catalogo/2024/chevrolet/sail/15-lt/176749; Chevrolet Sail 1.5 LTZ: https://www.autocosmos.cl/catalogo/2024/chevrolet/sail/15-ltz/176750; Chevrolet Sail 1.5 LTZ Aut: https://www.autocosmos.cl/catalogo/2024/chevrolet/sail/15-ltz-aut/176751
https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10,Hyundai Grand i10 1.0L Go: https://www.autocosmos.cl/catalogo/2024/hyundai/grand-i10/10l-go/176703; Hyundai Grand i10 1.2L Plus: https://www.autocosmos.cl/catalogo/2024/hyundai/grand-i10/12l-plus/176700; Hyundai Grand i10 1.2L Design: https://www.autocosmos.cl/catalogo/2024/hyundai/grand-i10/12l-design/176702; Hyundai Grand i10 1.2L Plus Aut: https://www.autocosmos.cl/catalogo/2024/hyundai/grand-i10/12l-plus-aut/176701
https://www.autocosmos.cl/catalogo/vigente/kia/ev6,Kia EV6 GT-Line: https://www.autocosmos.cl/catalogo/2024/kia/ev6/gt-line/178369
https://www.autocosmos.cl/catalogo/vigente/kia/soluto,Kia Soluto 1.4L LX: https://www.autocosmos.cl/catalogo/2024/kia/soluto/14l-lx/177455; Kia Soluto 1.4L EX: https://www.autocosmos.cl/catalogo/2024/kia/soluto/14l-ex/177483
https://www.autocosmos.cl/catalogo/vigente/mg/3,MG 3 1.5L Std Plus: https://www.autocosmos.cl/catalogo/2024/mg/3/15l-std-plus/178359; MG 3 1.5L Com: https://www.autocosmos.cl/catalogo/2024/mg/3/15l-com/177707; MG 3 1.5L Std Aut: https://www.autocosmos.cl/catalogo/2024/mg/3/15l-std-aut/177710; MG 3 1.5L Std Plus Aut: https://www.autocosmos.cl/catalogo/2024/mg/3/15l-std-plus-aut/178360; MG 3 1.5L Com Aut: https://www.autocosmos.cl/catalogo/2024/mg/3/15l-com-aut/177708
https://www.autocosmos.cl/catalogo/vigente/mg/5,MG 5 1.5L COM: https://www.autocosmos.cl/catalogo/2024/mg/5/15l-com/177711; MG 5 1.5L DLX: https://www.autocosmos.cl/catalogo/2024/mg/5/15l-dlx/177713; MG 5 1.5L COM CVT: https://www.autocosmos.cl/catalogo/2024/mg/5/15l-com-cvt/177712; MG 5 1.5L DLX CVT: https://www.autocosmos.cl/catalogo/2024/mg/5/15l-dlx-cvt/177714
https://www.autocosmos.cl/catalogo/vigente/mg/6,MG 6 1.5L Com: https://www.autocosmos.cl/catalogo/2024/mg/6/15l-com/177715; MG 6 1.5L DLX: https://www.autocosmos.cl/catalogo/2024/mg/6/15l-dlx/177716
https://www.autocosmos.cl/catalogo/vigente/mg/gt,MG GT 1.5L Com: https://www.autocosmos.cl/catalogo/2024/mg/gt/15l-com/177704; MG GT 1.5L Com CVT: https://www.autocosmos.cl/catalogo/2024/mg/gt/15l-com-cvt/177705; MG GT 1.5L DLX DCT: https://www.autocosmos.cl/catalogo/2024/mg/gt/15l-dlx-dct/177732
https://www.autocosmos.cl/catalogo/vigente/nissan/leaf,Nissan LEAF Tekna: https://www.autocosmos.cl/catalogo/2024/nissan/leaf/tekna/177781
https://www.autocosmos.cl/catalogo/vigente/nissan/sentra,Nissan Sentra 2.0L Sense: https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-sense/177785; Nissan Sentra 2.0L Advance CVT: https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-advance-cvt/177783; Nissan Sentra 2.0L Exclusive CVT: https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-exclusive-cvt/177784
https://www.autocosmos.cl/catalogo/vigente/nissan/versa,Nissan Versa 1.6L Sense: https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-sense/177799; Nissan Versa 1.6L Sense CVT: https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-sense-cvt/177800; Nissan Versa 1.6L Advance: https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-advance/177801; Nissan Versa 1.6L Advance CVT: https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-advance-cvt/177802; Nissan Versa 1.6L SR: https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-sr/178279; Nissan Versa 1.6L Exclusive Aut: https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-exclusive-aut/177803
https://www.autocosmos.cl/catalogo/vigente/toyota/corolla,Toyota Corolla 2.0L XEI: https://www.autocosmos.cl/catalogo/2024/toyota/corolla/20l-xei/178140; Toyota Corolla 2.0L XEI Aut: https://www.autocosmos.cl/catalogo/2024/toyota/corolla/20l-xei-aut/178141
https://www.autocosmos.cl/catalogo/vigente/toyota/yaris,Toyota Yaris 1.5L i: https://www.autocosmos.cl/catalogo/2024/toyota/yaris/15l-i/178184; Toyota Yaris 1.5L e: https://www.autocosmos.cl/catalogo/2024/toyota/yaris/15l-e/178185; Toyota Yaris 1.5L e CVT: https://www.autocosmos.cl/catalogo/2024/toyota/yaris/15l-e-cvt/178186
https://www.autocosmos.cl/catalogo/vigente/baic/x35,BAIC X35 1.5L Elite: https://www.autocosmos.cl/catalogo/2025/baic/x35/15l-elite/178512; BAIC X35 1.5L Comfort: https://www.autocosmos.cl/catalogo/2024/baic/x35/15l-comfort/176855; BAIC X35 1.5L Elite: https://www.autocosmos.cl/catalogo/2024/baic/x35/15l-elite/176848; BAIC X35 1.5L Luxury: https://www.autocosmos.cl/catalogo/2024/baic/x35/15l-luxury/176849
https://www.autocosmos.cl/catalogo/vigente/baic/x55,BAIC X55 1.5L Elite: https://www.autocosmos.cl/catalogo/2025/baic/x55/15l-elite/178511; BAIC X55 1.5L Comfort: https://www.autocosmos.cl/catalogo/2024/baic/x55/15l-comfort/176850; BAIC X55 1.5L Elite: https://www.autocosmos.cl/catalogo/2024/baic/x55/15l-elite/176851
https://www.autocosmos.cl/catalogo/vigente/byd/song-plus,BYD Song Plus GS: https://www.autocosmos.cl/catalogo/2024/byd/song-plus/gs/176936
https://www.autocosmos.cl/catalogo/vigente/byd/yuan-plus-ev,BYD Yuan Plus EV GL: https://www.autocosmos.cl/catalogo/2024/byd/yuan-plus-ev/gl/176938; BYD Yuan Plus EV GS: https://www.autocosmos.cl/catalogo/2024/byd/yuan-plus-ev/gs/176939
https://www.autocosmos.cl/catalogo/vigente/changan/cs15,Changan CS15 Luxury: https://www.autocosmos.cl/catalogo/2024/changan/cs15/luxury/176953; Changan CS15 Elite: https://www.autocosmos.cl/catalogo/2024/changan/cs15/elite/176954; Changan CS15 Elite Aut: https://www.autocosmos.cl/catalogo/2024/changan/cs15/elite-aut/176955
https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus,Changan CS35 Plus  1.6L Luxury: https://www.autocosmos.cl/catalogo/2024/changan/cs35-plus/16l-luxury/176973; Changan CS35 Plus  1.4L Elite Aut: https://www.autocosmos.cl/catalogo/2024/changan/cs35-plus/14l-elite-aut/178396
https://www.autocosmos.cl/catalogo/vigente/changan/cs55,Changan CS55 Comfort: https://www.autocosmos.cl/catalogo/2024/changan/cs55/comfort/176961; Changan CS55 Luxury: https://www.autocosmos.cl/catalogo/2024/changan/cs55/luxury/176962
https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro,Chery Tiggo 2 Pro 1.5L GLS Limited Edition: https://www.autocosmos.cl/catalogo/2024/chery/tiggo-2-pro/15l-gls-limited-edition/178460
https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8,Chery Tiggo 8 1.5L GLS: https://www.autocosmos.cl/catalogo/2024/chery/tiggo-8/15l-gls/176989
https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro,Chery Tiggo 3 Pro GLX Turbo: https://www.autocosmos.cl/catalogo/2024/chery/tiggo-3-pro/glx-turbo/177005; Chery Tiggo 3 Pro GLS CVT: https://www.autocosmos.cl/catalogo/2024/chery/tiggo-3-pro/gls-cvt/177000
https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-7-pro,Chery Tiggo 7 Pro 1.5T GLS CVT: https://www.autocosmos.cl/catalogo/2024/chery/tiggo-7-pro/15t-gls-cvt/176993; Chery Tiggo 7 Pro 1.5T GLX CVT: https://www.autocosmos.cl/catalogo/2024/chery/tiggo-7-pro/15t-glx-cvt/176994
https://www.autocosmos.cl/catalogo/vigente/chevrolet/blazer,Chevrolet Blazer 3.6L RS 4x4 P: https://www.autocosmos.cl/catalogo/2024/chevrolet/blazer/36l-rs-4x4-p/178519; Chevrolet Blazer 3.6L RS 4x4: https://www.autocosmos.cl/catalogo/2024/chevrolet/blazer/36l-rs-4x4/177032
https://www.autocosmos.cl/catalogo/vigente/chevrolet/bolt,Chevrolet Bolt LTZ: https://www.autocosmos.cl/catalogo/2024/chevrolet/bolt/ltz/177055
https://www.autocosmos.cl/catalogo/vigente/chevrolet/captiva,Chevrolet Captiva  1.5T LTZ CVT R: https://www.autocosmos.cl/catalogo/2024/chevrolet/captiva/15t-ltz-cvt-r/178466; Chevrolet Captiva  1.5T Premier CVT P2: https://www.autocosmos.cl/catalogo/2024/chevrolet/captiva/15t-premier-cvt-p2/177054
https://www.autocosmos.cl/catalogo/vigente/chevrolet/groove,Chevrolet Groove LTZ S: https://www.autocosmos.cl/catalogo/2024/chevrolet/groove/ltz-s/178464; Chevrolet Groove 1.5L Premier S: https://www.autocosmos.cl/catalogo/2024/chevrolet/groove/15l-premier-s/178465
https://www.autocosmos.cl/catalogo/vigente/chevrolet/spin,Chevrolet Spin 1.8L Premier: https://www.autocosmos.cl/catalogo/2024/chevrolet/spin/18l-premier/177020
https://www.autocosmos.cl/catalogo/vigente/chevrolet/suburban,Chevrolet Suburban 5.3L 4x4: https://www.autocosmos.cl/catalogo/2024/chevrolet/suburban/53l-4x4/177014
https://www.autocosmos.cl/catalogo/vigente/chevrolet/tahoe,Chevrolet Tahoe Z71 5.3L LTZ 4x4: https://www.autocosmos.cl/catalogo/2024/chevrolet/tahoe/z71-53l-ltz-4x4/177015
https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker,Chevrolet Tracker 1.2L LTZ R: https://www.autocosmos.cl/catalogo/2024/chevrolet/tracker/12l-ltz-r/178407; Chevrolet Tracker 1.2L LTZ R Aut: https://www.autocosmos.cl/catalogo/2024/chevrolet/tracker/12l-ltz-r-aut/178434; Chevrolet Tracker 1.2L RS Aut R: https://www.autocosmos.cl/catalogo/2024/chevrolet/tracker/12l-rs-aut-r/177052; Chevrolet Tracker 1.2L Premier Aut R: https://www.autocosmos.cl/catalogo/2024/chevrolet/tracker/12l-premier-aut-r/178435
