our_id,IDProductoCM,Unnamed: 0,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor,model,marca,model name,engine,drive,transmission,year,version url,Motor - Combustible,Motor - Cilindrada,Motor - Potencia,Motor - Torque,Motor - Alimentación,Motor - Cilindros,Motor - Válvulas,Motor - Catalítico,Motor - Sistema start / stop,Performance - Aceleración 0-100 km/h,Performance - Rendimiento en ciudad,Performance - Rendimiento en ruta,Performance - Rendimiento mixto,Performance - Velocidad máxima,Transmisión y chasis - Motor - tracción,Transmisión y chasis - Transmisión,Transmisión y chasis - Neumáticos,Transmisión y chasis - Frenos (del. - tras.),Transmisión y chasis - Suspensión delantera,Transmisión y chasis - Suspensión trasera,Medidas y capacidades - Largo,Medidas y capacidades - Ancho sin espejos,Medidas y capacidades - Ancho con espejos,Medidas y capacidades - Alto,Medidas y capacidades - Distancia entre ejes,Medidas y capacidades - Baúl,Medidas y capacidades - Tanque de combustible,Medidas y capacidades - Peso,Medidas y capacidades - Capacidad de carga,Medidas y capacidades - Altura de piso,Medidas y capacidades - Capacidad de vadeo,Medidas y capacidades - Ángulo de ataque,Medidas y capacidades - Ángulo de partida,Medidas y capacidades - Ángulo ventral,Medidas y capacidades - Remolque con frenos,Medidas y capacidades - Remolque sin frenos,Medidas y capacidades - Capacidad de pendiente,Medidas y capacidades - Escalonamiento vertical,Medidas y capacidades - Inclinación lateral,Confort - Aire acondicionado,Confort - Alarma de luces encendidas,Confort - Asientos delanteros,Confort - Asientos traseros,Confort - Tapizados,Confort - Cierre de puertas,Confort - Vidrios (del. - tras.),Confort - Espejos exteriores,Confort - Espejo interior,Confort - Faros delanteros,Confort - Faros antiniebla,Confort - Computadora de a bordo,Confort - Dirección asistida,Confort - Llantas,Confort - Techo solar,Confort - Volante,Confort - Apertura de baúl y tapa de combustible,Confort - Sensores de estacionamiento,Seguridad - ABS,Seguridad - Distribución electrónica de frenado,Seguridad - Airbags,Seguridad - Alarma e inmovilizador de motor,Seguridad - Anclaje para asientos infantiles,Seguridad - Cinturones de seguridad,Seguridad - Tercera luz de stop,Seguridad - Control de tracción,Comunicación y entretenimiento - Equipo de música,Comunicación y entretenimiento - Parlantes,Comunicación y entretenimiento - Conexión auxiliar (iPod y Mp3),Comunicación y entretenimiento - Interfaz bluetooth,Comunicación y entretenimiento - Pantalla,Seguridad - Otros,Seguridad - Autobloqueo de puertas con velocidad,Confort - Control de velocidad crucero,Confort - Encendido del motor,Seguridad - Control de estabilidad,Comunicación y entretenimiento - Apple Carplay / Android Auto,Comunicación y entretenimiento - Conexión USB,Confort - Limpialuneta,Confort - Cámara de visión,Seguridad - Asistencia en frenada de emergencia,Comunicación y entretenimiento - Reproducción de audio vía bluetooth,Comunicación y entretenimiento - Sistema de control por voz para dispositivos,Comunicación y entretenimiento - MirrorLink,Comunicación y entretenimiento - Recarga inalámbrica del celular,Seguridad - Sensor de lluvia,Confort - Limitador de velocidad,Comunicación y entretenimiento - Wi-Fi,Confort - Puertas,Seguridad - Encendido automático de balizas,Seguridad - Luz de freno variable,Confort - Sistema de estacionamiento asistido,Confort - Palanca de cambios,Seguridad - Cabeceras delanteras activas,Comunicación y entretenimiento - Sistema de video,Comunicación y entretenimiento - Sistema de navegación,Transmisión y chasis - Neumáticos delanteros,Transmisión y chasis - Neumáticos traseros,Batería - Cantidad de celdas,Batería - Cantidad de módulos,Batería - Potencia,Batería - Tipo,Batería - Voltaje,Batería - Ubicación,Motor eléctrico - Potencia,Motor eléctrico - Torque,Motor eléctrico - Voltaje,Comunicación y entretenimiento - Preinstalación teléfono,Motor - Potencia total sistema híbrido,Comunicación y entretenimiento - Disco rígido
3778.0,2041495,65348,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2288-291-CM24,Orden de Compra: 2288-291-CM24,2024-04-24,Enviada a Proveedor,No,,(2041495) CAMIONETA TOYOTA HILUX SR 2.7 4X2 MT 2024 REGIÓN IV,CAMIONETA TOYOTA HILUX SR 2.7 4X2 MT 2024 REGIÓN IV,Automóviles,CAMIONETA,TOYOTA,HILUX SR 2.7 4X2 MT 2024,22180504,1.0,22180504,CLP,22180504,0,0.0,22180504,"4214295,76","26394799,76",69.041.300-0,ILUSTRE MUNICIPALIDAD DE CANELA,I MUNICIPALIDAD DE CANELA,Luis Infante 520 Canela,Canela,Coquimbo,I MUNICIPALIDAD DE CANELA,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,Orden de Compra codigo: 2288-291-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA,30 dias contra la recepcion conforme de la factura,3282.0,84473.0,26569,26778,toyota hilux sr 2.7 4X2 MT 2024.0,toyota,hilux sr,2.7,4X2,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/toyota/hilux/24l-sr-cd-4x2/180007,diesel,2393 cc,148/3400 cv/rpm,400/1600-2000 N·m/rpm,inyección directa common rail turbo intercooler,4 en línea,16.0,sí,no,N/D,"11,4 km/l","14,5 km/l","13,2 km/l",N/D,delantero - trasera,manual 6 velocidades,265/65/R17,discos ventilados - tambor,"doble brazo con resortes, amortiguadores y barra estabilizadora","eje rígido, con elásticos longitudinales semiélipticos de acero y amortiguadores hidráulicos telescópicos",5335 mm,1855 mm,N/D,1815 mm,3085 mm,N/A dm3,80 l,N/D,N/D,227 mm,N/D,31°,26°,N/D,2000 kg,750 kg,N/D,N/D,N/D,climatizador bizona,sí,con ajuste manual,no tiene,tela,centralizado con comando a distancia,eléctricos - no tiene,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, con regulación interna",delanteros,sí,hidráulica,aleación,no tiene,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",2,sí,,táctil de 9'',"asistente para arranque en pendientes, control de estabilidad para remolques, sistema de bloqueo electrónico diferencial",sí,sí,,sí,sí,sí,,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546.0,2042416,65877,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4290-72-CM24,Orden de Compra: 4290-72-CM24,2024-04-24,Aceptada,No,,(2042416) CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN V,CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN V,Automóviles,CAMIONETA,MAXUS,T60 DX E6 4X2 MT 2024,18171000,2.0,36342000,CLP,36342000,0,0.0,36342000,6904980,43246980,69.061.100-7,Secpla - MUNICIPALIDAD LIMACHE,I MUNICIPALIDAD DE LIMACHE,Palmira Romano Sur Nº 340,Limache,Valparaíso,Ilustre Municipalidad de Limache,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 4290-72-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,5208.0,7492.0,32639,32414,maxus t60 dx e6 4X2 MT 2024.0,maxus,t60 dx e6,,4X2,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/maxus/t60/20l-dx-4x2/178565,diesel,2000 cc,163/3500 cv/rpm,400/1500-2400 N·m/rpm,inyección electrónica,4 en línea,16.0,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - trasera,manual 5 velocidades,245/70/R16,discos ventilados - discos ventilados,independiente tipo McPherson,ballesta semielíptica,5395 mm,1900 mm,N/D,1809 mm,3155 mm,N/D,73 l,N/D,1055 kg,215 mm,N/D,,,,3000 kg,750 kg,,,,manual,,"con ajuste en altura solo conductor, con ajuste manual",N/D,tela,centralizado con comando a distancia,eléctricos - eléctricos,manuales,antideslumbrante manual,con regulación interna,traseros,sí,hidráulica,aleación,no tiene,con ajuste en altura,,traseros,sí,sí,conductor y acompañante,inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,AM - FM con lector MP3,4,sí,sí,,,,sí,,,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354.0,2050913,66975,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3326-150-CM24,ADQUISICIÓN DE 02 MINIBUS PARA CARABINEROS DE CHILE CON CARGO AL FONDO ROTATIVO DE ABASTECIMIENTO (F.O.R.A.),2024-04-24,Recepcion Conforme,No,,(2050913) MINIBUS PEUGEOT TRAVELLER BUSINESS L3 9P BLUEHDI 145 2024 REGIÓN IV,MINIBUS PEUGEOT TRAVELLER BUSINESS L3 9P BLUEHDI 145 2024 REGIÓN IV,Minibuses,MINIBUS,PEUGEOT ,TRAVELLER BUSINESS L3 9P BLUEHDI 145 2024,25735500,2.0,51471000,CLP,51471000,0,0.0,51471000,0,51471000,61.938.500-4,Depto.Transportes L.3,DIRECCION DE LOGISTICA DE CARABINEROS,Vivaceta Nro. 2700,Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,"Orden de Compra codigo: 3326-150-CM24 dirigida a BRUNO FRITSCH S.A.
PLAZO DE ENTREGA 30 DÍAS HÁBILES",30 dias contra la recepcion conforme de la factura,4247.0,113812.0,24507,24823,peugeot traveller business l3 9p bluehdi 145 2024.0,peugeot,traveller business l3 9p bluehdi 145,,,,2024.0,https://www.autocosmos.cl/catalogo/2025/peugeot/traveller/bussines-l3-9p-bluehdi-145/179731,diesel,1997 cc,145/4000 cv/rpm,370/2000 N·m/rpm,inyección directa common rail turbo,4 en línea,16.0,N/D,sí,"11,0 s","16,6 km/l","18,8 km/l","17,9 km/l",170 km/h,delantero - delantera,manual 6 velocidades,215/60/R17,discos ventilados - discos sólidos,tipo Mcpherson independientes con barra de torsión,"brazos de control inferiores, brazo de control superior triangular, resortes helicoidales, barra estabilizadora y amortiguadores a gas",5309 mm,1920 mm,N/D,1935 mm,3275 mm,980/1300 dm3,69 l,1745 kg,1261 kg,N/D,,,,,2000 kg,800 kg,,,,manual,sí,"con ajuste en profundidad solo conductor, con ajuste manual",2da. fila ajustables individualmente y 3ra. fila completos,tela,centralizado con comando a distancia,eléctricos - fijos,"con función de plegado eléctrico, eléctricos y térmicos",antideslumbrante manual,"con encendido y apagado automático, con luces led, con regulación interna",delanteros,sí,eléctrica,acero con tapas,manual,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",6,sí,sí,táctil de 7'',indicador de presión de neumáticos,N/D,sí,,sí,sí,sí,,,sí,sí,sí,,,sí,sí,,"trasera derecha corrediza, traseras doble, batientes y vidriadas",sí,,,,,,,,,,,,,,,,,,,,
2179.0,2041532,70804,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2698-102-CM24,ADQUISICION DE CAMIONETAS,2024-04-25,Aceptada,No,,(2041532) CAMIONETA JMC VIGUS NEW WORK 4X4 MT 2024 REGIÓN V,CAMIONETA JMC VIGUS NEW WORK 4X4 MT 2024 REGIÓN V,Automóviles,CAMIONETA,JMC,VIGUS NEW WORK 4X4 MT 2024,14391000,3.0,43173000,CLP,43173000,0,0.0,43173000,8202870,51375870,69.073.600-4,MUNICIPALIDAD DE CARTAGENA-ADQUISICIONES,I MUNICIPALIDAD DE CARTAGENA,MARIANO CASANOVA 210,Cartagena,Valparaíso,MUNICIPALIDAD DE CARTAGENA,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Solicitud de Pedido en la que se solicita la adquisicion de vehiculos los que seran para traslado de personal municipal 

Retiro en tienda por el Sr. Sergio Villalobos Henriquez
Director de Operaciones
Orden de Compra codigo: 2698-102-CM24 dirigida a AUTO",30 dias contra la recepcion conforme de la factura,3687.0,99569.0,32639,32414,jmc vigus new work 4X4 MT 2024.0,jmc,vigus new work,,4X4,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/jmc/vigus-work/25l-4x4/179302,diesel,2500 cc,140 cv/rpm,315/1800-2600 N·m/rpm,inyección directa turbo,4 en línea,16.0,sí,no,N/D,"11,4 km/l","14,9 km/l","13,3 km/l",N/D,delantero - integral,manual 5 velocidades,245/70/R16,discos ventilados - discos ventilados,barra de torsión,resortes helicoidales,5410 mm,1905 mm,N/D,1795 mm,3085 mm,N/D,67 l,1930 kg,845 kg,N/D,,,,,,,,,,manual,sí,con ajuste manual,abatibles 60/40,tela,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con regulación interna,delanteros,sí,hidráulica,aleación,no tiene,"con ajuste en altura, multifunción",interna solo tapa de combustible,traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",4,sí,sí,"táctil de 10""",,sí,,,,sí,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546.0,2042415,74843,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1305527-1-CM24,Adquisición Vehículo Slep P01,2024-04-30,Recepcion Conforme,No,,(2042415) CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN RM,CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN RM,Automóviles,CAMIONETA,MAXUS,T60 DX E6 4X2 MT 2024,18574800,1.0,18574800,CLP,18574800,0,0.0,18574800,3529212,22104012,61.981.090-2,SLEP Del Pino 01,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL PINO,Bulnes 950,San Bernardo,Metropolitana,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL PINO,Otros,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 1305527-1-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,1305527.0,1890619.0,32639,32414,maxus t60 dx e6 4X2 MT 2024.0,maxus,t60 dx e6,,4X2,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/maxus/t60/20l-dx-4x2/178565,diesel,2000 cc,163/3500 cv/rpm,400/1500-2400 N·m/rpm,inyección electrónica,4 en línea,16.0,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - trasera,manual 5 velocidades,245/70/R16,discos ventilados - discos ventilados,independiente tipo McPherson,ballesta semielíptica,5395 mm,1900 mm,N/D,1809 mm,3155 mm,N/D,73 l,N/D,1055 kg,215 mm,N/D,,,,3000 kg,750 kg,,,,manual,,"con ajuste en altura solo conductor, con ajuste manual",N/D,tela,centralizado con comando a distancia,eléctricos - eléctricos,manuales,antideslumbrante manual,con regulación interna,traseros,sí,hidráulica,aleación,no tiene,con ajuste en altura,,traseros,sí,sí,conductor y acompañante,inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,AM - FM con lector MP3,4,sí,sí,,,,sí,,,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771.0,2041398,74926,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,4476-53-CM24,CAMIONETA 4X4 DEPTO. DE SALUD,2024-04-29,Recepcion Conforme,No,,(2041398) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VII,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VII,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,26819160,1.0,26819160,CLP,26819160,0,0.0,26819160,"5095640,4","31914800,4",69.100.200-4,Salud,I.MUNICIPALIDAD DE ROMERAL,Pasaje Luis Saiz 196,Romeral,Maule,I.MUNICIPALIDAD DE ROMERAL,Municipalidades,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,Orden de Compra codigo: 4476-53-CM24 dirigida a BRUNO FRITSCH S.A.,30 dias contra la recepcion conforme de la factura,5392.0,141881.0,24507,24823,toyota hilux dx 2.4 4X4 MT,toyota,hilux dx,2.4,4X4,MT,,https://www.autocosmos.cl/catalogo/2025/toyota/hilux/24l-sr-cd-4x4/180006,diesel,2393 cc,148/3400 cv/rpm,400/1600-2000 N·m/rpm,inyección directa common rail turbo intercooler,4 en línea,16.0,sí,no,N/D,"11,4 km/l","14,5 km/l","13,2 km/l",N/D,delantero - integral,manual 6 velocidades,265/65/R17,discos ventilados - tambor,"doble brazo con resortes, amortiguadores y barra estabilizadora","eje rígido, con elásticos longitudinales semiélipticos de acero y amortiguadores hidráulicos telescópicos",5335 mm,1855 mm,N/D,1815 mm,3085 mm,N/A dm3,80 l,N/D,N/D,227 mm,N/D,31°,26°,N/D,2000 kg,750 kg,N/D,N/D,N/D,climatizador bizona,sí,con ajuste manual,no tiene,tela,centralizado con comando a distancia,eléctricos - no tiene,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,"con apagado automático, con regulación interna",delanteros,sí,hidráulica,aleación,no tiene,"con ajuste en altura y profundidad, multifunción",,,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), de rodilla conductor, laterales delanteros",inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,sí,"AM - FM con lector MP3, con comandos de audio al volante",2,sí,,táctil de 9'',"asistente para arranque en pendientes, control de estabilidad para remolques, sistema de bloqueo electrónico diferencial",sí,sí,,sí,sí,sí,,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253.0,2043198,74938,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3596-429-CM24,"Camioneta Kia Frontier para Dpto. de Operaciones, Orden de Compra: 3596-429-CM24",2024-04-29,Aceptada,No,,(2043198) CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN V,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN V,Automóviles,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,21925210,1.0,21925210,CLP,21925210,0,0.0,21925210,"4165789,9","26090999,9",69.050.300-K,Municipalidad de Papudo - Dpto. Adquisiciones,I MUNICIPALIDAD DE PAPUDO,Calle Chorrillos N° 09,Papudo,Valparaíso,I MUNICIPALIDAD DE PAPUDO,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3596-429-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,4516.0,115302.0,32639,32414,kia frontier d/c lx 2.5l av ab MT 2024.0,kia,frontier d/c lx 2.5l av ab,,,MT,2024.0,https://www.autocosmos.cl/catalogo/2025/kia/frontier/25l-deluxe/179347,diesel,2497 cc,129/3800 cv/rpm,255/1500-3500 N·m/rpm,inyección directa common rail turbo intercooler,4 en línea,16.0,sí,no,N/D,N/D,N/D,N/D,N/D,delantero - trasera,manual 6 velocidades,,discos ventilados - tambor,horquilla doble con barra de torsión,resortes helicoidales,5125 mm,1740 mm,N/D,1995 mm,2615 mm,N/A dm3,65 l,1580 kg,1660 kg,355 mm,,,,,N/D,N/D,,,,manual,,con ajuste manual,no tiene,tela,centralizado,eléctricos - no tiene,manuales,antideslumbrante manual,fijos,delanteros,sí,hidráulica,acero,no tiene,con ajuste en altura,,traseros,,,conductor y acompañante,N/D,,delanteros inerciales,sí,,AM - FM,N/D,,sí,táctil de 7'',sistema de bloqueo electrónico diferencial,,,,sí,sí,,,trasera,,,,,,,,,,,,,,,,,195/R15,R12,,,,,,,,,,,,
1061.0,2048637,76201,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,733913-17-CM24,CAMIONETAS SEGURIDAD PUBLICA,2024-04-29,Aceptada,No,,(2048637) CAMIONETA GREAT WALL WINGLE 7 4X2 ELITE 2024 REGIÓN RM,CAMIONETA GREAT WALL WINGLE 7 4X2 ELITE 2024 REGIÓN RM,Automóviles,CAMIONETA,GREAT WALL,WINGLE 7 4X2 ELITE 2024,12410800,2.0,24821600,CLP,24821600,0,0.0,24821600,4716104,29537704,69.073.000-6,SECPLAN,I MUNICIPALIDAD DE EL MONTE,Av Los Libertadores,,Metropolitana,Ilustre Municipalidad de El Monte,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Orden de Compra 733913-17-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA, el cual el pago se efectuara contra entrega de los bienes adquiridos.",30 dias contra la recepcion conforme de la factura,733913.0,116741.0,976986,184380,great wall wingle 7 elite 4X2 2024.0,great wall,wingle 7 elite,,4X2,,2024.0,https://www.autocosmos.cl/catalogo/2025/great-wall/wingle-7-gasolina/20l-elite-4x2/179102,bencina,2400 cc,148/5500 cv/rpm,220/4000 N·m/rpm,inyección directa,4 en línea,16.0,sí,no,N/D,"6,6 km/l","10,7 km/l","8,7 km/l",N/D,delantero - delantera,manual 5 velocidades,235/70/R16,discos ventilados - tambor,independiente con barra de torsión,eje rígido con resorte,5395 mm,1800 mm,N/D,1760 mm,3350 mm,N/D,70 l,1695 kg,1050 kg,194 mm,,29°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"calefactables, con ajuste manual",no abatibles,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con regulación interna,traseros,sí,hidráulica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",4,sí,sí,táctil de 7'',indicador de presión de neumáticos,sí,sí,,,,sí,,,,sí,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,
1061.0,2048637,76607,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1355402-2-CM24,Orden de Compra: 1355402-2-CM24,2024-04-29,Solicitud de Cancelacion,No,,(2048637) CAMIONETA GREAT WALL WINGLE 7 4X2 ELITE 2024 REGIÓN RM,CAMIONETA GREAT WALL WINGLE 7 4X2 ELITE 2024 REGIÓN RM,Automóviles,CAMIONETA,GREAT WALL,WINGLE 7 4X2 ELITE 2024,12410800,1.0,12410800,CLP,12410800,0,0.0,12410800,2358052,14768852,65.157.825-6,CORPORACIÓN MUNICIPAL DE DEPORTES DE LO PRADO,CORPORACIÓN MUNICIPAL DE DEPORTES DE LO PRADO,San Pablo 5959,Lo Prado,Metropolitana,CORPORACIÓN MUNICIPAL DE DEPORTES DE LO PRADO,Otros,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 1355402-2-CM24 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 dias contra la recepcion conforme de la factura,1355402.0,1939696.0,976986,184380,great wall wingle 7 elite 4X2 2024.0,great wall,wingle 7 elite,,4X2,,2024.0,https://www.autocosmos.cl/catalogo/2025/great-wall/wingle-7-gasolina/20l-elite-4x2/179102,bencina,2400 cc,148/5500 cv/rpm,220/4000 N·m/rpm,inyección directa,4 en línea,16.0,sí,no,N/D,"6,6 km/l","10,7 km/l","8,7 km/l",N/D,delantero - delantera,manual 5 velocidades,235/70/R16,discos ventilados - tambor,independiente con barra de torsión,eje rígido con resorte,5395 mm,1800 mm,N/D,1760 mm,3350 mm,N/D,70 l,1695 kg,1050 kg,194 mm,,29°,23°,N/D,N/D,N/D,N/D,N/D,N/D,manual,sí,"calefactables, con ajuste manual",no abatibles,símil cuero,centralizado con comando a distancia,eléctricos - eléctricos,"con luz de giro incorporadas, eléctricos",antideslumbrante manual,con regulación interna,traseros,sí,hidráulica,aleación,no tiene,"con ajuste en altura, multifunción",,traseros,sí,sí,conductor y acompañante,alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,"AM - FM, con lector de Mp3 y WMA, con comandos de audio al volante",4,sí,sí,táctil de 7'',indicador de presión de neumáticos,sí,sí,,,,sí,,,,sí,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,
3185.0,2044693,77771,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2767-38-CM24,Orden de Compra: 2767-38-CM24,2024-04-30,Aceptada,No,,(2044693) SEDÁN NISSAN VERSA SENSE CVT 2024 REGIÓN RM,SEDÁN NISSAN VERSA SENSE CVT 2024 REGIÓN RM,Automóviles,SEDÁN,NISSAN,VERSA SENSE CVT 2024,11661000,2.0,23322000,CLP,23322000,0,0.0,23322000,4431180,27753180,69.072.000-0,SECPLAC,I MUNICIPALIDAD DE LA CISTERNA,Gran Avenida José Miguel Carrera Nº 8585,,Metropolitana,Ilustre Municipalidad de La Cisterna,Municipalidades,80.522.900-4,Kovacs SpA,KOVACS SPA,,,Orden de Compra codigo: 2767-38-CM24 dirigida a KOVACS SPA,30 dias contra la recepcion conforme de la factura,3756.0,100488.0,23711,24161,nissan versa sense CVT 2024.0,nissan,versa sense,,,CVT,2024.0,https://www.autocosmos.cl/catalogo/2025/nissan/versa/16l-sense/179672,bencina,1600 cc,118/6300 cv/rpm,149/4000 N·m/rpm,inyección electrónica secuencial multipunto,4 en línea,16.0,sí,no,N/D,"11,1 km/l","18,7 km/l","14,9 km/l",N/D,delantero - delantera,manual 5 velocidades,195/65/R15,discos ventilados - tambor,"independiente, tipo McPherson con barra estabilizadora",eje semi-rígido con barra estabilizadora,4495 mm,1740 mm,N/D,1465 mm,2620 mm,466 dm3,41 l,1090 kg,410 kg,N/D,,,,,,,,,,manual,sí,"con ajuste en altura solo conductor, con ajuste manual",abatibles completo,tela,centralizado con comando a distancia,eléctricos - eléctricos,manuales,antideslumbrante manual,fijos,no tiene,sí,eléctrica,acero con tapas,no tiene,"con ajuste en altura y profundidad, multifunción",interna y a distancia solo baúl,traseros,sí,sí,"conductor y acompañante, de cabeza delanteros (cortina), laterales delanteros",alarma e inmovilizador de motor,sí,"delanteros inerciales, traseros inerciales",sí,,"AM - FM y CD con lector de Mp3, con comandos de audio al volante",2,sí,sí,táctil de 7'',"asistente para arranque en pendientes, control de estabilidad antivuelco",,sí,con botón,,sí,sí,,,sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
