MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year
FOTON,CAMIONETA,G7 ULTIMATE,,4X4,,2024
GREAT WALL,CAMIONETA,POER DELUXE,,4X2,,2024
GREAT WALL,CAMIONETA,POER ELITE,,4X2,,2024
GREAT WALL,CAMIONETA,POER ELITE PANT,,4X2,,2024
GREAT WALL,CAMIONETA,POER DELUXE,,4X4,,2024
GREAT WALL,CAMIONETA,POER ELITE,,4X4,,2024
GREAT WALL,CAMIONETA,POER ELITE PANT,,4X4,,2024
GREAT WALL,CAMIONETA,POER PLUS ELITE,,4X2,,2024
GREAT WALL,CAMIONETA,POER PLUS DELUXE,,4X4,,2024
GREAT WALL,CAMIONETA,POER PLUS ELITE,,4X4,,2024
GREAT WALL,CAMIONETA,WINGLE 7 ELITE,,4X2,,2024
GREAT WALL,CAMIONETA,WINGLE 7 ELITE PLUS,,4X4,,2024
JAC,CAMIONETA,T8 CE COMFORT,2.0T,4X2,MT,2024
JAC,CAMIONETA,T8 CE COMFORT,2.0T,4X4,MT,2024
JAC,CAMIONETA,T8 PRO ADVANCE,,4X4,MT,2024
JAC,CAMIONETA,T8 PRO LUXURY,,4X2,MT,2024
JAC,CAMIONETA,T8 PRO LUXURY,,4X4,MT,2024
JAC,CAMIONETA,T8 XE ADVANCE,2.0T,4X2,MT,2024
JAC,CAMIONETA,T8 XE ADVANCE,2.0T,4X4,MT,2024
JMC,CAMIONETA,GRAND AVENUE,,4X2,AT,2024
JMC,CAMIONETA,GRAND AVENUE,,4X2,MT,2024
JMC,CAMIONETA,GRAND AVENUE,,4X4,AT,2024
JMC,CAMIONETA,GRAND AVENUE,,4X4,MT,2024
JMC,CAMIONETA,VIGUS EV,,,AT,2024
JMC,CAMIONETA,VIGUS NEW PLUS,,4X2,MT,2024
JMC,CAMIONETA,VIGUS NEW PLUS,,4X4,MT,2024
JMC,CAMIONETA,VIGUS NEW WORK,,4X2,MT,2024
JMC,CAMIONETA,VIGUS NEW WORK,,4X4,MT,2024
JMC,CAMIONETA,VIGUS PRO,,4X2,AT,2024
JMC,CAMIONETA,VIGUS PRO,,4X4,AT,2024
KARRY,CAMIONETA,Q52 CD,1.6L,,MT,2024
KIA,CAMIONETA,FRONTIER C/C LX AV AB,2.5L,,MT,2024
KIA,CAMIONETA,FRONTIER C/C LX AV,2.5L,,MT,2024
KIA,CAMIONETA,FRONTIER D/C LX AV AB,2.5L,,MT,2024
KIA,CAMIONETA,FRONTIER P/UP LX AV AB,2.5L,,MT,2024
MAXUS,CAMIONETA,T60 ANCAP E6,,4X4,MT,2024
MAXUS,CAMIONETA,T60 DX,,4X2,MT,2024
MAXUS,CAMIONETA,T60 DX E6,,4X2,MT,2024
MAXUS,CAMIONETA,T60 DX E6,,4X4,MT,2024
MAXUS,CAMIONETA,T60 E6 GL,,4X2,AT,2024
MAXUS,CAMIONETA,T60 E6 GL,,4X2,MT,2024
MAXUS,CAMIONETA,T60 E6 GL,,4X4,MT,2024
MAXUS,CAMIONETA,T60 E6 GLX,,4X4,AT,2024
MAXUS,CAMIONETA,T60 SC DX E6,,4X2,MT,2024
MAXUS,CAMIONETA,T60 SC DX E6,,4X4,MT,2024
MAXUS,CAMIONETA,T90 E6,,4X4,AT,2024
MAXUS,CAMIONETA,T90 E6,,4X4,MT,2024
MAXUS,CAMIONETA,T90 EV,,4X2,AT,2024
MAZDA,CAMIONETA,BT-50 CORE,,4X4,AT,2024
MAZDA,CAMIONETA,BT-50 CORE,,4X4,MT,2024
MAZDA,CAMIONETA,BT-50 HIGH,,4X4,AT,2024
MAZDA,CAMIONETA,BT-50 HIGH PLUS,,4X4,AT,2024
MITSUBISHI,CAMIONETA,L200 D/C TD DAKAR CRS,,4X4,MT,2024
MITSUBISHI,CAMIONETA,L200 D/C TD KATANA CR,,4X2,MT,2024
MITSUBISHI,CAMIONETA,L200 D/C TD KATANA CRT,,4X4,MT,2024
MITSUBISHI,CAMIONETA,L200 D/C TD WORK CR,,4X2,MT,2024
NISSAN,CAMIONETA,NAVARA DC P4X,,,,2024
NISSAN,CAMIONETA,NAVARA DC PLATINUM 2.3D,,4X4,AT,2024
NISSAN,CAMIONETA,NAVARA DC PLATINUM 2.3D,,4X4,MT,2024
NISSAN,CAMIONETA,NAVARA DC SE 2.3D,,4X2,MT,2024
NISSAN,CAMIONETA,NAVARA DC SE 2.3D,,4X4,MT,2024
NISSAN,CAMIONETA,NAVARA DC XE 2.3D,,4X2,MT,2024
NISSAN,CAMIONETA,NAVARA DC XE 2.3D,,4X4,AT,2024
NISSAN,CAMIONETA,NAVARA DC XE 2.3D,,4X4,MT,2024
PEUGEOT,CAMIONETA,LANDTREK ACTION4 BLUEHDI 180,,4X4,AT,2024
PEUGEOT,CAMIONETA,LANDTREK ACTIVE BLUEHDI 180,,4X2,MT,2024
PEUGEOT,CAMIONETA,LANDTREK ACTIVE BLUEHDI 180,,4X4,AT,2024
PEUGEOT,CAMIONETA,LANDTREK ACTIVE BLUEHDI 180,,4X4,MT,2024
RAM,CAMIONETA,BIGHORN LX,1.8,,AT,2024
RAM,CAMIONETA,BIGHORN NIGHT EDITION,1.8,,AT,2024
RAM,CAMIONETA,REBEL,2.0,4X4,AT,2024
RAM,CAMIONETA,CREW CAB BIGHORN,3.6L,,AT,2024
RAM,CAMIONETA,CREW CAB LIMITED,5.7L,,AT,2024
RAM,CAMIONETA,CREW CAB REBEL,5.7L,,AT,2024
RAM,CAMIONETA,700 BIGHORN CD,1.3,,AT,2024
RAM,CAMIONETA,700 BIGHORN CD,1.3L,,MT,2024
RAM,CAMIONETA,700 LARAMIE CD,1.3,,AT,2024
RAM,CAMIONETA,700 LARAMIE CD,1.3L,,MT,2024
RAM,CAMIONETA,700 LONGHORN CD,1.3,,AT,2024
RAM,CAMIONETA,700 SLT CS,1.3L,,MT,2024
RAM,CAMIONETA,700 SLT DC,1.3L,,MT,2024
RAM,CAMIONETA,RAMPAGE BIGHORN,2.0L,,AT,2024
RAM,CAMIONETA,RAMPAGE LARAMIE,2.0L,,AT,2024
RAM,CAMIONETA,RAMPAGE R/T,2.0L,,AT,2024
RENAULT,CAMIONETA,OROCH INTENS TURBO,1.3,4X2,AT,2024
RENAULT,CAMIONETA,OROCH INTENS TURBO KIT,1.3,4X2,AT,2024
RENAULT,CAMIONETA,OROCH INTENS TURBO KITMT,1.3,4X4,,2024
RENAULT,CAMIONETA,OROCH INTENS TURBO,1.3,4X4,MT,2024
RENAULT,CAMIONETA,OROCH ZEN,1.6L,4X2,MT,2024
SSANGYONG,CAMIONETA,MUSSO GLX 2.2TD,,4X4,MT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND GLX 2.2TD,,4X2,AT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND GLX 2.2TD,,4X2,MT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND GLX 2.2TD,,4X4,MT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND LIMITED 2.2TD,,4X4,AT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND LIMITED PLUS 2.2TD,,4X4,AT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND LX 2.2TD,,4X2,MT,2024
SSANGYONG,CAMIONETA,MUSSO GRAND LX 2.2TD,,4X4,MT,2024
SSANGYONG,CAMIONETA,MUSSO LIMITED 2.2TD,,4X4,AT,2024
SSANGYONG,CAMIONETA,MUSSO LIMITED PLUS 2.2TD,,4X4,AT,2024
TOYOTA,CAMIONETA,HILUX DX,2.4,4X2,MT,2024
TOYOTA,CAMIONETA,HILUX DX,2.4,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX DX,2.8,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX DX CS,2.8,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX DX DC,2.4,4X2,MT,2024
TOYOTA,CAMIONETA,HILUX DX DC,2.4,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX SR,2.4,4X2,MT,2024
TOYOTA,CAMIONETA,HILUX SR,2.4,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX SR,2.7,4X2,MT,2024
TOYOTA,CAMIONETA,HILUX SR,2.8,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX SR DC,2.4,4X2,MT,2024
TOYOTA,CAMIONETA,HILUX SR DC,2.4,4X4,MT,2024
TOYOTA,CAMIONETA,HILUX SRV,2.8,4X4,AT,2024
ZNA,CAMIONETA,R6,,,AT,2024
BAIC,SEDÁN,EU5 EV,,,,2024
BYD,SEDÁN,HAN EV,,,,2024
BYD,SEDÁN,QIN PLUS DM,,,,2024
BYD,SEDÁN,SEAL EV,,,,2024
CHANGAN,SEDÁN,ALSVIN COMFORT,,,,2024
CHANGAN,SEDÁN,ALSVIN ELITE,,,AT,2024
CHANGAN,SEDÁN,ALSVIN LUXURY,,,,2024
CHEVROLET,SEDÁN,ONIX LT R,1.0,,,2024
CHEVROLET,SEDÁN,ONIX LTZ P2,1.0,,,2024
CHEVROLET,SEDÁN,ONIX PREMIER R,1.0,,,2024
CHEVROLET,SEDÁN,ONIX LS P,1.2,,,2024
CHEVROLET,SEDÁN,SAIL NB LT,1.5L,,,2024
CHEVROLET,SEDÁN,SAIL NB LTZ,1.5L,,,2024
CHEVROLET,SEDÁN,SAIL NB LTZ,1.5L,,CVT,2024
CITROEN,SEDÁN,HDI 100 BVM6 C-ELYSEE FEEL PACK,1.5,,,2024
CITROEN,SEDÁN,C4 BLUEHDI 130 S&S FEEL PACK,1.5,,EAT8,2024
CITROEN,SEDÁN,C4 BLUEHDI 130 S&S SHINE,1.5,,EAT8,2024
HYUNDAI,SEDÁN,ACCENT BN7I DESIGN,1.5,,,2024
HYUNDAI,SEDÁN,ACCENT BN7I PLUS,1.5,,,2024
HYUNDAI,SEDÁN,GRAND I10 AI3 DESIGN FL,1.2,,,2024
HYUNDAI,SEDÁN,GRAND I10 AI3 PLUS FL,1.2,,,2024
KIA,SEDÁN,EV6 EV GT-LINE 77.4KWH,,AWD,,2024
KIA,SEDÁN,SOLUTO EX G SRF FULL,1.4L,,5MT,2024
KIA,SEDÁN,SOLUTO LX G LL,1.4L,,5MT,2024
MG,SEDÁN,3 COM,,,AT,2024
MG,SEDÁN,5 COM,1.5L,,CVT,2024
MG,SEDÁN,5 DLX,1.5L,,CVT,2024
MG,SEDÁN,5 COM,1.5L,,MT,2024
MG,SEDÁN,5 DLX,1.5L,,MT,2024
MG,SEDÁN,6 COM,1.5T,,MT,2024
MG,SEDÁN,6 DLX,1.5T,,MT,2024
MG,SEDÁN,GT COM,1.5L,2WD,CVT,2024
MG,SEDÁN,GT COM,1.5L,2WD,MT,2024
MG,SEDÁN,GT DLX,1.5T,,DCT,2024
NISSAN,SEDÁN,LEAF,,,,2024
NISSAN,SEDÁN,SENTRA ADVANCE,,,CVT,2024
NISSAN,SEDÁN,SENTRA ADVANCE,,,MT,2024
NISSAN,SEDÁN,SENTRA EXCLUSIVE,,,CVT,2024
NISSAN,SEDÁN,SENTRA SENSE,,,MT,2024
NISSAN,SEDÁN,VERSA ADVANCE,,,CVT,2024
NISSAN,SEDÁN,VERSA ADVANCE,,,MT,2024
NISSAN,SEDÁN,VERSA EXCLUSIVE,,,CVT,2024
NISSAN,SEDÁN,VERSA SENSE,,,CVT,2024
NISSAN,SEDÁN,VERSA SENSE,,,MT,2024
TOYOTA,SEDÁN,COROLLA SEG HEV,1.8,,,2024
TOYOTA,SEDÁN,YARIS I,1.5,,,2024
BAIC,SUV,BJ40P DIESEL PREMIUM,,4X4,,2024
BAIC,SUV,BJ40P GASOLINA ELITE,,4X2,,2024
BAIC,SUV,BJ40P GASOLINA LUXURY,,4X4,,2024
BAIC,SUV,X35 LUXURY,1.5T,,CVT,2024
BAIC,SUV,X35 COMFORT,1.5T,,MT,2024
BAIC,SUV,X35 ELITE,1.5T,,MT,2024
BAIC,SUV,X55 E6 COMFORT,1.5T,,MT,2024
BAIC,SUV,X55 E6 ELITE,1.5T,,MT,2024
BAIC,SUV,X55 PLUS COMFORT,,,,2024
BAIC,SUV,X55 PLUS ELITE,,,,2024
BAIC,SUV,X55 PLUS LUXURY,,,,2024
BYD,SUV,SONG PLUS DM GL,,,AT,2024
BYD,SUV,SONG PLUS DM GS,,,AT,2024
BYD,SUV,YUAN PLUS EV GL,,,AT,2024
BYD,SUV,YUAN PLUS EV GS,,,AT,2024
CHANGAN,SUV,CS15 COMFORT,1.5L,,MT,2024
CHANGAN,SUV,CS15 ELITE,1.5L,,AT,2024
CHANGAN,SUV,CS15 ELITE,1.5L,,MT,2024
CHANGAN,SUV,CS15 LUXURY,1.5L,,MT,2024
CHANGAN,SUV,CS35 PLUS ELITE,1.4L,,AT,2024
CHANGAN,SUV,CS35 PLUS LUX,1.4L,,AT,2024
CHANGAN,SUV,CS35 PLUS COMFORT,1.6L,,MT,2024
CHANGAN,SUV,CS35 PLUS LUXURY,1.6L,,MT,2024
CHANGAN,SUV,CS55 COMFORT,1.5L,,MT,2024
CHANGAN,SUV,CS55 LUXURY,1.5L,,AT,2024
CHANGAN,SUV,CS55 LUXURY,1.5L,,MT,2024
CHANGAN,SUV,CS55 PLUS ELITE,1.5L,,AT,2024
CHANGAN,SUV,CS55 PLUS LUXURY,1.5L,,AT,2024
CHERY,SUV,TIGGO 2 PRO GLX,1.0L,,AT,2024
CHERY,SUV,TIGGO 2 PRO GLX,1.0L,,MT,2024
CHERY,SUV,TIGGO 2 GLS,1.5L,,AT,2024
CHERY,SUV,TIGGO 2 PRO GLS,1.5L,,AT,2024
CHERY,SUV,TIGGO 2 PRO GLS,1.5L,,MT,2024
CHERY,SUV,TIGGO 3 PRO GLS,1.5L,,AT,2024
CHERY,SUV,TIGGO 3 PRO GLX,1.5L,,AT,2024
CHERY,SUV,TIGGO 3 PRO GLX,1.5L,,MT,2024
CHERY,SUV,TIGGO 7 PRO GLS,1.5L,,AT,2024
CHERY,SUV,TIGGO 7 PRO GLX,1.5L,,AT,2024
CHERY,SUV,TIGGO 8 GLS,1.5L,,MT,2024
CHERY,SUV,TIGGO 8 GLX,1.5L,,AT,2024
CHERY,SUV,TIGGO 8 PRO GLX,1.6L,,AT,2024
CHERY,SUV,TIGGO 8 PRO MAX GLX,1.6L,,AT,2024
CHERY,SUV,TIGGO 8 PRO MAX GLX,2.0L,AWD,AT,2024
CHEVROLET,SUV,BLAZER RS,3.6L,AWD,AT,2024
CHEVROLET,SUV,BOLT EUV,,,AT,2024
CHEVROLET,SUV,CAPTIVA LTZ P,1.5L,,AT,2024
CHEVROLET,SUV,CAPTIVA LTZ P,1.5L,,MT,2024
CHEVROLET,SUV,CAPTIVA PREMIER P,1.5L,,AT,2024
CHEVROLET,SUV,CAPTIVA PREMIER P,1.5L,,MT,2024
CHEVROLET,SUV,GROOVE LTZ R,1.5L,,MT,2024
CHEVROLET,SUV,GROOVE PREMIER R,1.5L,,MT,2024
CHEVROLET,SUV,SPIN ACTIV 7P,1.8L,,AT,2024
CHEVROLET,SUV,SPIN PREMIER 7P,1.8L,,MT,2024
CHEVROLET,SUV,SUBURBAN Z71 P,5.3L,4WD,AT,2024
CHEVROLET,SUV,TAHOE Z71 P,5.3L,4WD,AT,2024
CHEVROLET,SUV,TRACKER LS R,1.2L,,MT,2024
CHEVROLET,SUV,TRACKER LTZ P,1.2L,,MT,2024
CHEVROLET,SUV,TRACKER LTZ R,1.2L,,AT,2024
CHEVROLET,SUV,TRACKER PREMIER P3,1.2L,,AT,2024
CHEVROLET,SUV,TRACKER PREMIER P4,1.2L,,AT,2024
CHEVROLET,SUV,TRACKER RS R,1.2L,,AT,2024
CHEVROLET,SUV,TRAVERSE LT,3.6L,AWD,AT,2024
CHEVROLET,SUV,TRAVERSE PREMIER,3.6L,AWD,AT,2024
CHEVROLET,SUV,TRAVERSE RS,3.6L,AWD,AT,2024
CITROEN,SUV,C5 AIRCROSS BLUEHDI 130 S&S FEEL,1.5L,,AT,2024
CITROEN,SUV,C5 AIRCROSS BLUEHDI 130 S&S FEEL PACK,1.5L,,AT,2024
CITROEN,SUV,C5 AIRCROSS BLUEHDI 130 S&S SHINE,1.5L,,AT,2024
CITROEN,SUV,C5 AIRCROSS HYBRID 225 SHINE,,,AT,2024
DFSK,SUV,SUV 500 COMFORT,1.5,,,2024
DFSK,SUV,SUV 500 LUXURY,1.5,,,2024
DFSK,SUV,SUV 500 LUXURY,1.5,,CVT,2024
DFSK,SUV,SUV 560 COMFORT,1.8,2R,,2024
DFSK,SUV,SUV 560 COMFORT,1.8L,,,2024
DFSK,SUV,SUV 600 COMFORT,1.5T,,AT,2024
DFSK,SUV,SUV 600 COMFORT,1.5T,,MT,2024
DFSK,SUV,SUV 600 LUXURY,1.5T,,AT,2024
EXEED,SUV,LX ADVANCED,1.5T,,AT,2024
EXEED,SUV,LX UNLIMITED,1.5T,,AT,2024
EXEED,SUV,LX UNLIMITED,1.5T,AWD,AT,2024
EXEED,SUV,TXL UNLIMITED,2.0T,,AT,2024
EXEED,SUV,TXL UNLIMITED,2.0T,AWD,AT,2024
FIAT,SUV,FASTBACK AUDACE,1.0L,,AT,2024
FIAT,SUV,FASTBACK DRIVE,1.0L,,AT,2024
FIAT,SUV,FASTBACK IMPETUS,1.0L,,AT,2024
FIAT,SUV,PULSE DRIVE,1.3L,,AT,2024
FIAT,SUV,PULSE DRIVE,1.3L,,MT,2024
FIAT,SUV,PULSE IMPETUS,1.0L,,AT,2024
FORD,SUV,ESCAPE PLATINUM ECOBOOST,2.0L,AWD,AT,2024
FORD,SUV,ESCAPE PLATINUM HEV,2.5L,AWD,AT,2024
FORD,SUV,ESCAPE ST LINE FHEV,2.5L,,AT,2024
FORD,SUV,TERRITORY TREND,1.5L,4X2,AT,2024
GAC,SUV,EMKOO GDI GE,1.5T,,AT,2024
GAC,SUV,EMKOO GDI GL,1.5T,,AT,2024
GAC,SUV,EMZOOM GB,1.5T,,AT,2024
GAC,SUV,EMZOOM GL,1.5T,,AT,2024
GAC,SUV,EMZOOM GL R-STYLE,1.5T,,AT,2024
GAC,SUV,GS3 POWER GB,1.5T,,AT,2024
GAC,SUV,GS3 POWER GS,1.5T,,AT,2024
GAC,SUV,GS3 POWER GB,1.5T,,MT,2024
GAC,SUV,GS3 POWER GS,1.5T,,MT,2024
GAC,SUV,GS4 POWER GB,1.5T,,AT,2024
GAC,SUV,GS4 POWER GE,1.5T,,AT,2024
GAC,SUV,GS4 POWER GL,1.5T,,AT,2024
GAC,SUV,GS4 POWER GB,1.5T,,MT,2024
GAC,SUV,GS8 GL,2.0T,2WD,AT,2024
GAC,SUV,GS8 GT,2.0T,2WD,AT,2024
GAC,SUV,GS8 GT,2.0T,4WD,AT,2024
GAC,SUV,GS8 GX,2.0T,4WD,AT,2024
HAVAL,SUV,H6 ACTIVE,,2WD,AT,2024
HAVAL,SUV,H6 DELUXE,,2WD,AT,2024
HAVAL,SUV,H6 DELUXE,,AWD,AT,2024
HAVAL,SUV,H6 ELITE,,2WD,AT,2024
HAVAL,SUV,H6 GT DELUXE,,AWD,AT,2024
HAVAL,SUV,H6 GT ELITE,,2WD,AT,2024
HAVAL,SUV,H6 HIBRIDA DELUXE,,2WD,AT,2024
HAVAL,SUV,H6 HIDRIDA ELITE,,2WD,AT,2024
HAVAL,SUV,JOLION ACTIVE,,,MT,2024
HAVAL,SUV,JOLION DELUXE,,,AT,2024
HAVAL,SUV,JOLION ELITE,,,AT,2024
HAVAL,SUV,JOLION ELITE,,,MT,2024
HAVAL,SUV,JOLION HIBRIDO DELUXE,,2WD,AT,2024
HAVAL,SUV,JOLION HIBRIDO ELITE,,2WD,AT,2024
HYUNDAI,SUV,CRETA GRAND SU2I VALUE,2.0,,AT,2024
HYUNDAI,SUV,CRETA GRAND SU2I PLUS,2.0,,MT,2024
HYUNDAI,SUV,CRETA SU2ID DESIGN,1.5,,CVT,2024
HYUNDAI,SUV,CRETA SU2ID PLUS,1.5,,CVT,2024
HYUNDAI,SUV,CRETA SU2ID PREMIUM,1.5,,CVT,2024
HYUNDAI,SUV,CRETA SU2ID GO,1.5,,MT,2024
HYUNDAI,SUV,CRETA SU2ID DESIGN,1.5,,MT,2024
HYUNDAI,SUV,CRETA SU2ID PLUS,1.5,,MT,2024
HYUNDAI,SUV,IONIQ 5 NE EV LIMITED,,AWD,AT,2024
HYUNDAI,SUV,IONIQ 5 NE EV LIMITED,,,AT,2024
HYUNDAI,SUV,IONIQ 5 NE EV PREMIUM,,,AT,2024
HYUNDAI,SUV,KONA OS EV PREMIUM,,,AT,2024
HYUNDAI,SUV,PALISADE LX2 PREMIUM FL,3.5,AWD,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI DESIGN,2.5,,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI PLUS,2.5,,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI CALLIGRAPHY,2.5T,,AT,2024
HYUNDAI,SUV,SANTA FE MX5 GDI LIMITED,2.5T,,AT,2024
HYUNDAI,SUV,SANTA FE TM VALUE FL,2.5,,AT,2024
HYUNDAI,SUV,TUCSON NX4 LIMITED,1.6,4WD,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,1.6,,AT,2024
HYUNDAI,SUV,TUCSON NX4 HEV LIMITED,1.6,,AT,2024
HYUNDAI,SUV,TUCSON NX4 HEV VALUE,1.6,,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,4WD,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,,AT,2024
HYUNDAI,SUV,TUCSON NX4 VALUE,2.0,,AT,2024
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,,MT,2024
HYUNDAI,SUV,VENUE QX VALUE,1.6,,AT,2024
HYUNDAI,SUV,VENUE QX PLUS,1.6,,MT,2024
HYUNDAI,SUV,VENUE QX VALUE,1.6,,MT,2024
JAC,SUV,JS2 COMFORT,,,MT,2024
JAC,SUV,JS2 LUXURY,,,AT,2024
JAC,SUV,JS2 LUXURY,,,MT,2024
JAC,SUV,JS3 SE LUXURY,1.6,,MT,2024
JAC,SUV,JS3 XE ADVANCE,1.6,,AT,2024
JAC,SUV,JS3 XE ADVANCE,1.6,,MT,2024
JAC,SUV,JS3 XE LUXURY,1.6,,AT,2024
JAC,SUV,JS4 ADVANCE,1.5T,,AT,2024
JAC,SUV,JS4 ADVANCE BICOLOR,1.5T,,AT,2024
JAC,SUV,JS4 COMFORT,1.6,,MT,2024
JAC,SUV,JS4 COMFORT BICOLOR,1.6,,MT,2024
JAC,SUV,JS4 LUXURY,1.5T,,AT,2024
JAC,SUV,JS4 LUXURY,1.5T,,MT,2024
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,AT,2024
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,MT,2024
JAC,SUV,JS6 ADVANCE,,,AT,2024
JAC,SUV,JS6 COMFORT,,,AT,2024
JAC,SUV,JS6 LUXURY,,,AT,2024
JAC,SUV,JS8 ADVANCE XE,,,AT,2024
JAC,SUV,JS8 COMFORT CE,,,MT,2024
JAC,SUV,JS8 LUXURY SE,,,AT,2024
JAC,SUV,JS8 LUXURY SE,,,MT,2024
JEEP,SUV,COMMANDER LIMITED,1.3,4X2,AT,2024
JEEP,SUV,COMMANDER LIMITED,2.0,4X4,AT,2024
JEEP,SUV,COMMANDER LIMITED G,2.0,4X4,AT,2024
JEEP,SUV,COMMANDER OVERLAND,1.3,4X2,AT,2024
JEEP,SUV,COMMANDER OVERLAND G,2.0,4X4,AT,2024
JEEP,SUV,COMPASS LIMITED,,4X2,AT,2024
JEEP,SUV,COMPASS LONGITUDE,,4X2,AT,2024
JEEP,SUV,COMPASS SPORT,,4X2,AT,2024
JEEP,SUV,GRAND CHEROKEE L SUMMIT 3ROW,3.6L,,AT,2024
JEEP,SUV,RENEGADE LONGITUDE,1.3,,AT,2024
JEEP,SUV,RENEGADE LONGITUDE X,1.3,,AT,2024
JEEP,SUV,RENEGADE SPORT,1.3,,AT,2024
JEEP,SUV,WRANGLER UNLIMITED RUBICON,3.6L,,AT,2024
JETOUR,SUV,DASHING TURBO LUX,1.5L,,MT,2024
JETOUR,SUV,DASHING TURBO LUX,1.5L,,AT,2024
JETOUR,SUV,DASHING TURBO GDI LIMITED,1.6L,,AT,2024
JETOUR,SUV,X70 LUX,1.5T,,AT,2024
JETOUR,SUV,X70 LUX,1.5T,,MT,2024
JETOUR,SUV,X70 STD,1.5T,,AT,2024
JETOUR,SUV,X70 STD,1.5T,,MT,2024
JETOUR,SUV,X70 PLUS,1.5T,,AT,2024
JETOUR,SUV,X70 PLUS,1.6T,,AT,2024
JETOUR,SUV,X90 PLUS GDI,2.0T,,AT,2024
KAIYI,SUV,KYX3 LUX,,,MT,2024
