,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
57729,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3232-341-CM24,1 VECHICULO SUV NISSAN KICKS ADVANCE CVT 2024 USO DE GESTION TERRITORIAL S/COMPRA 81097,2024-03-25,Recepcion Conforme,No,,(2045782) SUV NISSAN KICKS ADVANCE CVT 2024 REGIÓN V,2045782,SUV NISSAN KICKS ADVANCE CVT 2024 REGIÓN V,Automóviles,SUV,NISSAN,KICKS ADVANCE CVT 2024,15171429.0,1.0,15171429.0,CLP,15171429.0,0.0,0.0,15171429.0,2882571.51,18054000.51,69.073.500-8,I MUNICIPALIDAD DE SANTO DOMINGO,I MUNICIPALIDAD DE SANTO DOMINGO,PLAZA DEL CABILDO S/NUMERO,Santo Domingo,Valparaíso,I MUNICIPALIDAD DE SANTO DOMINGO,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Orden de Compra codigo: 3232-341-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.
DESPACHO A COMUNA DE SANTO DOMINGO , QUINTA REGION",30 dias contra la recepcion conforme de la factura,4153,113981,32639,32414
61029,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3881-164-CM24,Orden de Compra: 3881-164-CM24,2024-03-26,Aceptada,No,,(2042487) CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN VIII,2042487,CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN VIII,Automóviles,CAMIONETA,MAXUS,T60 DX E6 4X4 MT 2024,19175200.0,1.0,19175200.0,CLP,19175200.0,0.0,0.0,19175200.0,3643288.0,22818488.0,69.141.000-5,Administración y Finanzas,I MUNICIPALIDAD DE PINTO,Ernesto Riquelme  105,Pinto,Ñuble,Ilustre Municipalidad de Pinto,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3881-164-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A. ADQUISICION DE 1 CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 EN COLOR BLANCO COMO PRIORIDAD Y SEGUNDO OPCION GRIS PLATA.,30 dias contra la recepcion conforme de la factura,4801,118071,32639,32414
63118,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1067526-84-CM24,Orden de Compra: 1067526-84-CM24,2024-03-28,Recepcion Conforme,No,,(2041399) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VIII,2041399,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VIII,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,26819160.0,1.0,26819160.0,CLP,26819160.0,0.0,0.0,26819160.0,5095640.4,31914800.4,69.150.400-K,DIRECCIÓN GESTION ADMINISTRATIVA,I MUNICIPALIDAD DE CONCEPCION,O' Higgins Nº 525 ,Concepción,Ñuble,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,Orden de Compra codigo: 1067526-84-CM24 dirigida a BRUNO FRITSCH S.A.,30 dias contra la recepcion conforme de la factura,1067526,87382,24507,24823
63172,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,525512-91-CM24,Orden de Compra: 525512-91-CM24,2024-03-26,Cancelada,No,,(2041441) CAMIONETA TOYOTA HILUX SRV 2.8 4X4 AT 2024 REGIÓN I,2041441,CAMIONETA TOYOTA HILUX SRV 2.8 4X4 AT 2024 REGIÓN I,Automóviles,CAMIONETA,TOYOTA,HILUX SRV 2.8 4X4 AT 2024,35323361.0,1.0,35323361.0,CLP,35323361.0,0.0,0.0,35323361.0,0.0,35323361.0,69.250.400-3,ILUSTRE MUNICIPALIDAD DE COLCHANE,I MUNICIPALIDAD DE COLCHANE,AV. TENIENTE GONZALEZ S/N,,Tarapacá,ILUSTRE MUNICIPALIDAD DE COLCHANE,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,Orden de Compra codigo: 525512-91-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA,30 dias contra la recepcion conforme de la factura,525512,1053458,26569,26778
66490,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2380-439-CM24,Orden de Compra: 2380-439-CM24,2024-03-27,Aceptada,No,,(2041392) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN III,2041392,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN III,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,26819160.0,1.0,26819160.0,CLP,26819160.0,0.0,0.0,26819160.0,5095640.4,31914800.4,69.030.200-4,DEPARTAMENTO DE ABASTECIMIENTO,I MUNICIPALIDAD DE COPIAPO,CHACABUCO 857,Copiapó,Atacama,I MUNICIPALIDAD DE COPIAPO,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"ADQUISICION DE CAMIONETA PROGRAMA OPD OS 129111
Orden de Compra codigo: 2380-439-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA",30 dias contra la recepcion conforme de la factura,3372,86872,26569,26778
67884,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,630-96-CM24,Vehículo Secretaría Regional Ministerial Región de Arica y Parinacota,2024-03-28,Recepcion Conforme,No,,(2046915) SUV HYUNDAI CRETA GRAND SU2I 2.0 AT VALUE 2024 REGIÓN I,2046915,SUV HYUNDAI CRETA GRAND SU2I 2.0 AT VALUE 2024 REGIÓN I,Automóviles,SUV,HYUNDAI ,CRETA GRAND SU2I 2.0 AT VALUE 2024,17449244.0,1.0,17449244.0,CLP,17449244.0,0.0,0.0,17449244.0,3315356.36,20764600.36,61.501.000-6,Subsecretaria del Trabajo,SUBSECRETARIA DEL TRABAJO,Huérfanos 1273 piso 4,Santiago,Metropolitana,Subsecretaria del Trabajo,"Gob. Central, Universidades",79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"*IMPORTANTE: Al momento de facturar se debe ingresar orden de compra en el campo referencial 801 y enviar en formato XML a subtrabrecepcion@custodium.com dentro de 72 hrs. Si no, el sistema reclamara las facturas automáticamente.",30 dias contra la recepcion conforme de la factura,1626,6939,32636,32413
68909,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3836-276-CM24,DIDECO,2024-03-28,Aceptada,No,,(2041394) CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN IX,2041394,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN IX,Automóviles,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,26819160.0,1.0,26819160.0,CLP,26819160.0,0.0,0.0,26819160.0,5095640.4,31914800.4,69.191.400-3,Administración,I MUNICIPALIDAD DE TOLTEN,"Compañía de Jesús N° 203,  Nueva Toltén IX Región de la Araucanía.-",Toltén,Araucanía,Ilustre Municipalidad de Tolten,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"Orden de Compra codigo: 3836-276-CM24 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA
NECESARIO PARA SER UTILIZADA EN DEPARTAMENTO SOCIAL PARA TRASLADO DE PROFRSIONALES DE PROGRAMAS, ENTREGA DE AYUDAS SOCIALES, O PARA LO QUE EL SERVICIO REQUIERA
SP 87 DEL 26",30 dias contra la recepcion conforme de la factura,4756,117582,26569,26778
678,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2483-240-CM24,Orden de Compra: 2483-240-CM24,2024-04-01,Aceptada,No,,(2043197) CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN RM,2043197,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN RM,Automóviles,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,22412437.0,1.0,22412437.0,CLP,22412437.0,0.0,0.0,22412437.0,4258363.03,26670800.03,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,I MUNICIPALIDAD DE QUILICURA,"José Francisco Vergara #450, Municipalidad ",Quilicura,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Orden de Compra codigo: 2483-240-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.
DECRETO ALCALDICIO E. Nº1300, DEJA SIN EFECTO COMPRA VIA CONVENIO MARCO Y AUTORIZA UNA NUEVA COMPRA 2483-240-CM24
OBLIGACIÓN PRESUPUESTARIA N°1369
ENVIAR FACTURA: facturacionmunic",30 dias contra la recepcion conforme de la factura,3475,88313,32639,32414
843,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3935-56-CM24,"ADQUISICIÓN DE 2 CAMIONETAS PARA MOVILIZACIÓN, MUNICIPALIDAD DE FREIRE.",2024-04-10,Aceptada,No,,(2042516) CAMIONETA MAXUS T60 E6 GL 4X4 MT 2024 REGIÓN IX,2042516,CAMIONETA MAXUS T60 E6 GL 4X4 MT 2024 REGIÓN IX,Automóviles,CAMIONETA,MAXUS,T60 E6 GL 4X4 MT 2024,20556900.0,2.0,41113800.0,CLP,41113800.0,0.0,370000.0,41483800.0,7881922.0,49365722.0,69.190.900-K,Secretaria de Planificación,I MUNICIPALIDAD DE FREIRE,Pedro Camalez Nº85,Freire,Araucanía,OMAR ALEJANDRO BETANCUR CAMPOS,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Orden de Compra codigo: 3935-56-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.

PLAZO DE ENTREGA OFERTADO: 28 DIAS HABILES",30 dias contra la recepcion conforme de la factura,4855,118089,32639,32414
3228,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,2817-237-CM24,ADQ. DE CAMIONETA Orden de Compra: 2817-237-CM24,2024-04-01,Aceptada,No,,(2041431) CAMIONETA TOYOTA HILUX SR 2.8 4X4 MT 2024 REGIÓN VI,2041431,CAMIONETA TOYOTA HILUX SR 2.8 4X4 MT 2024 REGIÓN VI,Automóviles,CAMIONETA,TOYOTA,HILUX SR 2.8 4X4 MT 2024,33004034.0,1.0,33004034.0,CLP,33004034.0,0.0,0.0,33004034.0,6270766.46,39274800.46,69.090.100-5,I MUNICIPALIDAD DE SAN FERNANDO,I MUNICIPALIDAD DE SAN FERNANDO,Carampangue 865,San Fernando,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE SAN FERNANDO,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"CTA: 215-29-03-000-000-000 AG: 1 CC: 243, ENVIAR FACTURA A MARCELA.YANEZ@MUNISANFERNANDO.COM",30 dias contra la recepcion conforme de la factura,3803,7482,26569,26778
3229,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1614-94-CM24,Camionetas para D.R. Los Lagos y D.R. Aysén,2024-04-01,Recepcion Conforme,No,,(2041638) CAMIONETA JMC GRAND AVENUE 4X4 MT 2024 REGIÓN X,2041638,CAMIONETA JMC GRAND AVENUE 4X4 MT 2024 REGIÓN X,Automóviles,CAMIONETA,JMC,GRAND AVENUE 4X4 MT 2024,17930800.0,2.0,35861600.0,CLP,35861600.0,0.0,420000.0,36281600.0,6893504.0,43175104.0,60.510.000-7,Superintendencia de Electricidad y Combustibles,Superintendencia de Electricidad y Combustibles,"Alameda 1465, Local 10",Santiago Centro,Metropolitana,Superintendencia de Electricidad y Combustibles,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"SC N° 113

Orden de Compra codigo: 1614-94-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.",30 dias contra la recepcion conforme de la factura,2610,7232,32639,32414
3231,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,1614-95-CM24,Camioneta D.R. BioBío,2024-04-01,Recepcion Conforme,No,,(2041637) CAMIONETA JMC GRAND AVENUE 4X4 MT 2024 REGIÓN VIII,2041637,CAMIONETA JMC GRAND AVENUE 4X4 MT 2024 REGIÓN VIII,Automóviles,CAMIONETA,JMC,GRAND AVENUE 4X4 MT 2024,17735900.0,1.0,17735900.0,CLP,17735900.0,0.0,170000.0,17905900.0,3402121.0,21308021.0,60.510.000-7,Superintendencia de Electricidad y Combustibles,Superintendencia de Electricidad y Combustibles,"Alameda 1465, Local 10",Santiago Centro,Metropolitana,Superintendencia de Electricidad y Combustibles,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"SC N° 113

Orden de Compra codigo: 1614-95-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.",30 dias contra la recepcion conforme de la factura,2610,7232,32639,32414
9707,2239-8-LR23,5802342.0,Convenio Marco de  Adquisición de Vehículos,3935-71-CM24,ADQUISICION 2 CAMIONETAS MAXUS - DEPARTAMENTO DE SALUD,2024-04-29,Aceptada,No,,(2042414) CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN IX,2042414,CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN IX,Automóviles,CAMIONETA,MAXUS,T60 DX E6 4X2 MT 2024,18372900.0,2.0,36745800.0,CLP,36745800.0,0.0,0.0,36745800.0,6981702.0,43727502.0,69.190.900-K,Secretaria de Planificación,I MUNICIPALIDAD DE FREIRE,Pedro Camalez Nº85,Freire,Araucanía,OMAR ALEJANDRO BETANCUR CAMPOS,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3935-71-CM24 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 dias contra la recepcion conforme de la factura,4855,118089,32639,32414
