,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
45977,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2926-21-CM22,CAMIONETA MITSUBISHI L-200 CESFAM CHAÑARAL,2022-02-17,Enviada a Proveedor,No,,(1848103) CAMIONETA MITSUBISHI L-200 KATANA CRT 4X4 MACROZONA NORTE 2022,1848103,CAMIONETA MITSUBISHI L-200 KATANA CRT 4X4 MACROZONA NORTE 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MITSUBISHI,L-200 KATANA CRT 4X4,21974400.0,1.0,21974400.0,CLP,21974400.0,0.0,0.0,21974400.0,4175136.0,26149536.0,69.030.100-8,SALUD,I MUNICIPALIDAD DE CHANARAL,Avenida Aeropuerto Nº 120 ,Chañaral,Atacama,ILUSTRE MUNICIPALIDAD DE CHAÑARAL,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"Orden de Compra código: 2926-21-CM22 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA

La camioneta debe ser de color Blanco o Azul.
",30 días contra la recepción conforme de la factura,3912.0,109196.0,26569,26778
54058,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3117-189-CM22,Orden de Compra: 3117-189-CM22,2022-02-21,Aceptada,No,,(1848081) CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA METROPOLITANA 2022,1848081,CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 5 G 2.2 4X2 ELITE,9690000.0,1.0,9690000.0,CLP,9690000.0,0.0,60000.0,9750000.0,1852500.0,11602500.0,61.102.006-6,DEPTO. DE BIENESTAR SOCIAL (V),DEPARTAMENTO DE BIENESTAR SOCIAL 1° Z.N.,INDEPENDENCIA 1786,Valparaíso,Valparaíso,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 3117-189-CM22 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 días contra la recepción conforme de la factura,4038.0,111875.0,976986,184380
54065,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3117-190-CM22,Orden de Compra: 3117-190-CM22,2022-02-21,Aceptada,No,,(1848080) CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA CENTRO 2022,1848080,CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 5 G 2.2 4X2 ELITE,9690000.0,1.0,9690000.0,CLP,9690000.0,0.0,60000.0,9750000.0,1852500.0,11602500.0,61.102.006-6,DEPTO. DE BIENESTAR SOCIAL (V),DEPARTAMENTO DE BIENESTAR SOCIAL 1° Z.N.,INDEPENDENCIA 1786,Valparaíso,Valparaíso,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 3117-190-CM22 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 días contra la recepción conforme de la factura,4038.0,111875.0,976986,184380
101,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3562-4-CM22,Orden de Compra: 3562-4-CM22,2022-03-01,Enviada a Proveedor,No,,(1848068) CAMIONETA MAXUS T60 DX 4X4 MACROZONA CENTRO 2022,1848068,CAMIONETA MAXUS T60 DX 4X4 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X4,14870400.0,2.0,29740800.0,CLP,29740800.0,0.0,140000.0,29880800.0,5677352.0,35558152.0,69.060.300-4,Secretaria de Planificacion,I MUNICIPALIDAD DE LA CALERA,Avenida Marathon Nº 312,La Calera,Valparaíso,Ilustre Municipalidad de La Calera,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 3562-4-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,4482.0,115185.0,62896,61164
6954,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2783-196-CM22,Orden de Compra: 2783-196-CM22,2022-03-01,Aceptada,No,,(1848116) SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA CENTRO 2022,1848116,SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA CENTRO 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6L MT PLUS,11524874.0,2.0,23049748.0,CLP,23049748.0,0.0,280000.0,23329748.0,4432652.12,27762400.12,69.050.100-7,Direccion de Administracion y Finanzas,I MUNICIPALIDAD DE LA LIGUA,Portales   555,La Ligua,Valparaíso,I MUNICIPALIDAD DE LA LIGUA,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,Orden de Compra codigo: 2783-196-CM22 dirigida a AUTOMOTORES GILDEMEISTER SPA,30 días contra la recepción conforme de la factura,3772.0,100648.0,32636,32413
9461,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),3567-93-CM22,Orden de Compra: 3567-93-CM22,2022-03-02,Aceptada,No,,(1848008) CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX MACROZONA CENTRO 2022,1848008,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX,21692773.0,1.0,21692773.0,CLP,21692773.0,0.0,0.0,21692773.0,4121626.87,25814399.87,69.150.700-9,Ilustre Municipalidad De Florida,I MUNICIPALIDAD DE FLORIDA,Arturo Prat 675 - Florida- 8° Region,Florida,Metropolitana,I MUNICIPALIDAD DE FLORIDA,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 3567-93-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,4487.0,115285.0,62896,61164
12708,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),1069417-258-CM22,ADQUISICION DE 3 VEHICULOS (COLOR BLANCO) PARA REALIZAR VISITAS DOMICILIARIAS  A ADULTOS MAYORES QUE LO REQUIERAN (PROGRAMA VISITA DOMICILIARIA DIRECCION DE SALUD MUNICIPAL DE CHILLAN)/ (INCLUYE TRASLADO),2022-03-03,Aceptada,No,,(1848118) SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA SUR 2022,1848118,SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA SUR 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6L MT PLUS,11524874.0,3.0,34574622.0,CLP,34574622.0,0.0,588000.0,35162622.0,6680898.18,41843520.18,69.270.200-k,Dirección  de Salud Municipal Chillán,Dirección  de Salud Municipal Chillán,argentina n° 15,Chillán,Maule,I MUNICIPALIDAD DE CHILLAN,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"* PLAZO DE ENTREGA 30 DIAS HABILES DESDE ACEPTACION DE ORDEN DE C.(SE ADJUNTA OBS. COBRO DE MULTA).*MEMO 7,CTA.215-2903, C.C. 010101,PREOB. 5-606.Garantía:60 meses (5 años) o 100.000 kms.lo que ocurra primero. Contacto Jorge Mardones 983543181.BLANCO",30 días contra la recepción conforme de la factura,1069417.0,88254.0,32636,32413
16986,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2458-70-CM22,A-85 VEHICULO MANT,2022-03-31,Recepción Conforme,No,,(1848117) SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA METROPOLITANA 2022,1848117,SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA METROPOLITANA 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6L MT PLUS,11524874.0,2.0,23049748.0,CLP,23049748.0,0.0,0.0,23049748.0,4379452.12,27429200.12,69.070.300-9,Dirección de Aseo Ornato y Mantencion,I MUNICIPALIDAD DE PROVIDENCIA,Caupolican  1151,Providencia,Metropolitana,Municipalidad de Providencia,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"Adquisición de vehículos Suv de color blanco, según SBC N° 275, Chda. N° 11 acuerdo N°21 del 17-03-2021.
(Memorándum Daom N°4494/2022)",30 días contra la recepción conforme de la factura,3450.0,88102.0,32636,32413
19751,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),4134-254-CM22,COMPRA DE CAMIONETAS,2022-03-11,Aceptada,No,,(1848080) CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA CENTRO 2022,1848080,CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 5 G 2.2 4X2 ELITE,9690000.0,3.0,29070000.0,CLP,29070000.0,0.0,0.0,29070000.0,5523300.0,34593300.0,69.110.200-9,ADMINISTRACION Y FINANZAS - ADQUISICIONES,I. Municipalidad Sagrada Familia,San Francisco 40 Sagrada Familia,Sagrada Familia,Maule,ILUSTRE MUNICIPALIDAD  DE SAGRADA FAMILIA,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Compra camionetas para el uso municipal, de acuerdo a solicitud de orden de compra N°12 de la D.A.F. Orden de Compra codigo: 4134-254-CM22 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA",30 días contra la recepción conforme de la factura,5054.0,7356.0,976986,184380
23381,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),2564-70-CM22,Orden de Compra: 2564-70-CM22,2022-03-14,Enviada a Proveedor,No,,(1848062) CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,1848062,CAMIONETA MAXUS T60 DX 4X2 MACROZONA CENTRO 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 DX 4X2,13430400.0,1.0,13430400.0,CLP,13430400.0,0.0,0.0,13430400.0,2551776.0,15982176.0,69.090.700-3,ADQUISICIONES,I MUNICIPALIDAD DE CHEPICA,CALLE  18 de septiembre s/n COMUNA DE CHEPICA,Chépica,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE CHEPICA,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 2564-70-CM22 dirigida a MARITANO Y EBENSPERGER LTDA,30 días contra la recepción conforme de la factura,3555.0,92414.0,62896,61164
23808,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),5178-495-CM22,501527/B5/SP 814353,2022-03-11,Recepción Conforme,No,,(1848081) CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA METROPOLITANA 2022,1848081,CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 5 G 2.2 4X2 ELITE,9690000.0,1.0,9690000.0,CLP,9690000.0,0.0,0.0,9690000.0,1841100.0,11531100.0,60.910.000-1,UCHILE  Facultad Medicina (5178),UNIVERSIDAD DE CHILE,"Av. Independencia # 1027, FACULTAD DE MEDICINA UDE CHILE, BLOCK I PISO 3. AT. ORIANA CORDOVA FONO: 229786866",Independencia,Metropolitana,Universidad de Chile,"Gob. Central, Universidades",86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"FACTURAR A
UNIVERSIDAD DE CHILE
AV. INDEPENDENCIA 1027
COMUNA INDEPENDENCIA
CIUDAD SANTIAGO
GIRO ENSEÑANZA SUPERIOR EN UNIVERSIDADES PUBLICAS
COND. DE PAGO A 30 DIAS
POR FAVOR INDICAR O/C EN FACTURA
",30 días contra la recepción conforme de la factura,6091.0,7251.0,976986,184380
25033,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),438-5-CM22,Compra de dos Camionetas para Patrullaje Preventivo,2022-03-11,Aceptada,No,,(1848081) CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA METROPOLITANA 2022,1848081,CAMIONETA GREATWALL WINGLE 5 G 2.2 4X2 ELITE MACROZONA METROPOLITANA 2022,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREATWALL,WINGLE 5 G 2.2 4X2 ELITE,9690000.0,2.0,19380000.0,CLP,19380000.0,0.0,0.0,19380000.0,3682200.0,23062200.0,69.253.900-1,Secretaria de Planificación San Ramón,I MUNICIPALIDAD DE SAN RAMON,Avenida Ossa 1771,Santiago,Metropolitana,I MUNICIPALIDAD DE SAN RAMON,Municipalidades,86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,Orden de Compra codigo: 438-5-CM22 dirigida a COMERCIAL ANFRUNS Y COMPANIA SPA,30 días contra la recepción conforme de la factura,1434.0,7355.0,976986,184380
28529,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas (Magento),4314-105-CM22,Orden de Compra: 4314-105-CM22,2022-03-15,Aceptada,No,,(1848116) SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA CENTRO 2022,1848116,SUV HYUNDAI VENUE QX 1.6L MT PLUS MACROZONA CENTRO 2022,Automóviles,SUV,HYUNDAI ,VENUE QX 1.6L MT PLUS,11524874.0,2.0,23049748.0,CLP,23049748.0,0.0,0.0,23049748.0,4379452.12,27429200.12,69.110.300-5,DEPTO. ADM. Y FINANZAS,ILUSTRE MUNICIPALIDAD DE CUREPTO,"PLAZA DE ARMAS S/Nº, CUREPTO",Curepto,Maule,Ilustre Municipalidad de Curepto,Municipalidades,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,ADQUISICION DE VEHÍCULOS PARA GESTION MUNICIPAL,30 días contra la recepción conforme de la factura,5231.0,133311.0,32636,32413
